Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
7857	2	1	2	28	1	-1	2	2	2	2	23	0	0	0	0	0	12	0	0	0	0	0	0
2381	1	2	1	41	-1	-1	-1	-1	0	0	2	23	73	153	156	0	23	73	153	3	0	0	1
4762	2	1	2	31	-1	-1	0	0	0	-1	25	25	72	33	33	645	48	48	0	0	645	838	0
5714	2	2	2	26	0	0	0	0	0	0	3306	3250	3225	2793	2570	2471	126	117	98	95	95	95	1
4762	1	1	2	33	0	0	0	2	0	0	1303	1385	1483	1460	1496	1015	119	136	48	71	48	24	0
6429	1	3	1	47	0	0	0	0	0	0	3936	4020	4102	4183	4276	4396	148	149	150	160	196	0	0
1667	2	3	1	30	2	2	2	2	2	2	1318	1344	1370	1381	1404	1437	62	62	48	60	60	57	1
1190	1	2	2	26	0	0	-1	-1	-1	-1	449	9	274	66	167	286	0	277	66	167	286	45	0
476	2	2	1	23	1	2	0	0	0	2	381	386	420	438	454	367	19	40	34	26	0	9	0
10714	2	1	1	41	-1	0	0	2	-1	-1	63	75	77	39	39	40	51	39	0	39	40	67	0
7619	1	1	1	60	-1	-1	-1	-1	0	-1	237	82	2010	21	280	103	82	2010	21	275	103	1249	1
1667	2	3	1	43	2	2	0	-1	0	0	2044	1860	1640	1646	697	712	0	33	1667	28	29	27	1
714	1	1	2	28	1	2	2	0	0	0	239	234	180	137	93	46	48	0	3	3	1	46	0
14524	1	2	1	30	0	0	0	0	0	0	1208	208	149	169	192	206	51	29	48	48	40	36	0
5476	2	2	2	28	0	0	0	0	0	0	787	802	873	915	892	1304	36	114	71	74	415	119	0
476	2	2	2	24	3	2	3	2	3	2	421	455	464	497	483	488	48	24	48	0	17	0	1
10238	2	1	2	30	-1	-1	-1	-1	-1	-1	748	87	1064	1952	217	2034	87	1064	1966	217	2034	340	0
4762	2	2	1	48	-2	-1	2	-1	0	0	526	784	260	150	119	71	268	0	150	0	71	0	1
2619	2	2	2	24	-1	0	0	0	0	0	2165	2198	2193	1668	678	2558	85	76	60	38	1905	95	0
3810	2	2	2	31	0	0	0	0	0	2	2688	2824	2759	2651	2656	2582	190	119	107	280	0	95	0
1190	2	1	2	23	-1	-1	-1	-1	-1	-1	82	59	55	114	234	16	61	55	114	234	16	71	0
6667	2	2	1	37	0	0	0	0	0	0	692	718	777	836	851	1008	36	71	71	31	170	34	0
238	1	2	1	36	2	0	0	0	0	0	216	205	228	214	231	235	48	31	29	24	24	14	0
7143	2	2	1	33	0	0	0	0	0	0	387	276	307	258	283	0	36	36	24	25	0	0	0
5000	2	2	2	27	-1	-1	-1	0	0	2	127	7	110	112	151	39	7	110	2	39	0	1	0
4762	2	2	2	32	0	0	0	2	0	0	3027	3009	2962	2820	2882	2946	120	274	0	110	114	102	0
5476	1	1	1	39	1	2	2	2	2	0	6589	6721	6425	6094	5602	4839	286	238	198	0	191	149	0
8810	1	1	2	31	0	0	0	0	0	0	848	948	990	1052	1139	1294	119	71	119	119	190	238	0
4762	2	2	2	28	0	0	0	0	0	0	1414	1310	1296	1274	1278	1084	143	72	48	49	32	28	0
6905	1	3	1	47	-1	-1	-1	-1	0	-1	29	9	9	19	9	10	9	9	19	0	10	9	0
714	2	1	2	29	1	2	2	0	0	0	298	310	296	145	121	0	24	0	0	0	0	0	1
714	1	2	2	25	2	0	0	0	0	0	578	602	633	711	560	612	41	48	95	0	71	24	1
11667	2	1	2	34	0	0	-1	-1	-1	-1	453	345	81	344	183	55	120	81	344	183	55	214	0
1190	1	2	2	23	0	0	2	0	-1	-1	424	477	444	438	10	10	70	0	9	10	10	10	0
2381	2	2	2	31	-2	-2	-2	-2	-2	-2	109	45	60	79	66	21	45	60	80	66	21	61	1
2619	1	1	2	29	1	-2	-2	-1	0	-1	0	0	0	218	47	94	0	0	218	0	94	0	0
4762	2	1	1	35	-1	-1	-1	-1	0	-1	241	50	12	130	9	9	50	12	147	0	9	9	0
3333	2	3	1	34	0	0	0	0	0	0	3122	3177	3243	3274	2531	2490	150	167	129	95	95	100	0
3571	2	1	1	37	0	0	0	0	0	0	1456	1485	1516	1547	1577	1610	53	55	56	56	58	63	0
1905	2	2	2	33	0	0	0	0	0	-2	600	354	377	303	0	0	31	29	24	0	0	1357	0
714	2	2	2	28	3	2	2	5	5	4	29	29	29	29	29	14	0	0	0	0	0	0	1
2143	1	3	1	55	0	0	0	0	0	0	733	757	782	807	841	875	36	37	38	48	48	60	0
714	2	3	1	28	0	0	0	2	2	0	296	320	378	389	376	384	29	64	24	0	14	33	0
476	1	2	2	25	0	0	0	0	0	0	433	448	460	445	382	292	43	29	13	13	10	15	0
1667	2	3	2	55	0	0	0	0	0	0	111	135	160	187	174	175	26	27	30	10	7	7	0
3095	1	1	1	39	2	-1	-1	-1	-1	-1	9	9	9	25	75	9	9	9	25	75	9	9	0
476	1	2	1	34	0	0	0	0	0	0	67	52	44	78	82	106	48	29	36	7	24	2	0
4762	2	1	1	34	-2	-2	-2	-2	-2	-2	0	0	0	0	0	857	0	0	0	0	857	147	0
1190	2	2	2	50	0	0	-2	-2	-2	-2	495	0	0	0	0	0	0	0	0	0	0	0	0
1429	1	3	1	55	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
4762	2	2	1	49	-1	-1	2	0	0	0	72	264	208	628	666	485	238	0	476	238	119	36	0
2619	1	1	2	29	-1	-1	0	0	0	0	18	1691	1727	1727	1324	1725	1691	119	119	119	524	119	0
3571	1	1	1	41	-1	-1	-1	-1	0	0	9	9	9	359	19	0	9	9	359	0	0	0	0
3333	2	1	2	30	-1	-1	-1	-1	-1	-1	7	7	7	7	11	15	7	7	7	11	15	11	0
476	1	1	1	30	1	2	2	2	2	0	164	205	199	239	232	252	48	0	44	0	24	9	1
4286	2	2	2	25	0	0	0	0	0	0	4229	4226	4192	4180	3381	3313	155	167	171	119	124	126	0
8571	1	1	1	41	-2	-2	-2	-2	-2	-2	8	18	52	8	43	36	18	52	8	43	36	12	1
5000	2	1	1	38	1	-2	-1	0	-1	-1	0	0	6	3	19	29	0	6	0	19	29	229	1
1190	2	3	2	22	0	0	0	0	0	0	1121	1075	1137	673	669	687	55	92	48	26	36	26	0
1190	2	1	1	49	0	0	0	0	0	0	1066	1089	1087	1174	1150	1190	119	48	119	7	71	0	0
1190	2	1	2	24	0	0	0	0	0	0	66	90	114	120	122	122	25	26	8	8	6	28	0
4286	2	1	2	27	0	0	0	0	0	0	2416	1875	1872	1055	1050	900	238	190	38	238	32	210	0
11905	1	3	2	32	0	0	2	0	0	0	5036	4374	3780	2847	2931	3151	240	73	318	498	480	383	0
11190	1	3	1	39	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	19	0
4286	2	2	2	35	-2	-2	-1	-1	-1	-1	20	16	19	43	49	0	16	19	43	49	0	0	0
714	2	1	2	46	0	0	0	0	2	0	450	490	523	574	558	596	48	48	60	0	48	55	0
1905	2	3	1	33	-1	-1	0	-1	-1	-2	8	3	26	32	0	0	3	24	32	0	0	26	0
2381	2	2	2	24	0	-1	-1	-1	-1	-1	319	252	212	0	102	0	253	213	5	102	0	0	0
3810	1	2	2	32	0	0	0	0	-1	0	3898	3643	2740	1810	3639	3715	167	129	97	3884	135	142	0
8571	1	1	2	33	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
476	1	2	1	52	0	0	0	0	0	0	390	414	442	459	353	0	31	35	29	7	0	0	0
7143	2	3	2	36	-2	-2	-2	-2	-1	-1	0	94	0	0	156	33	47	0	0	156	33	1190	0
2619	2	1	1	41	3	2	2	7	7	7	4	4	4	4	4	4	0	0	0	0	0	0	0
4524	1	3	2	35	0	0	0	0	0	0	4070	4055	4182	4085	3841	3598	155	191	179	131	143	131	0
714	2	3	2	39	0	0	0	0	0	0	661	133	704	628	267	0	48	664	48	24	0	0	0
1190	1	3	1	51	0	0	0	0	0	0	1051	1073	867	447	456	465	42	47	31	16	17	18	1
1190	2	2	1	32	-1	-1	-1	-1	-1	-1	8	7	8	8	8	8	7	8	8	8	8	8	0
1190	1	3	2	42	-1	-1	2	2	2	-1	13	47	30	33	17	13	47	0	17	0	13	26	1
4762	2	1	2	32	-1	-1	-1	-1	-1	-1	202	48	25	0	10	23	48	25	0	10	23	27	0
238	2	2	1	22	-1	-1	-1	0	0	0	9	9	218	223	194	180	9	218	17	7	24	19	0
6905	1	4	1	38	-2	-2	-2	-2	-2	-2	13	0	0	0	0	0	0	0	0	0	0	0	0
714	1	3	2	51	0	0	0	0	2	2	604	630	642	689	700	710	43	31	57	24	24	0	0
2381	1	3	1	35	0	0	0	0	0	0	2249	2298	2351	1768	1802	1326	86	94	60	60	96	48	0
8571	1	1	1	34	-1	-1	-1	-1	-1	-1	24	30	94	58	67	6	30	94	58	67	6	0	0
6905	2	2	1	32	0	0	0	0	0	0	4026	4058	3387	2427	2457	2511	169	138	90	95	102	87	0
4762	1	2	2	36	-1	-1	-2	-1	-1	-1	71	0	0	71	216	1244	0	0	71	216	1251	247	0
3333	2	2	1	28	2	2	2	2	2	2	2739	2754	2888	2913	2983	3043	95	214	107	119	110	0	1
9524	1	1	2	29	0	-1	-1	-1	0	0	746	664	927	713	581	1085	669	933	718	286	910	143	0
11905	1	1	2	31	-2	-2	-1	0	-1	-1	1935	357	621	317	316	2529	394	649	24	316	2532	5081	0
4524	2	1	1	30	-1	-1	-1	-1	-1	-1	165	12	0	452	452	452	12	0	452	452	452	452	0
476	2	3	2	52	0	0	0	0	0	2	443	362	385	433	473	462	37	36	55	48	0	24	0
5000	2	2	2	45	-2	-2	-2	-2	-2	-2	11	49	10	10	10	10	49	10	10	10	10	10	0
2619	1	1	2	30	1	2	2	2	2	2	2103	2147	2191	2220	2245	2292	100	100	86	83	86	0	0
6905	2	1	2	46	0	-1	-1	-1	-1	0	6881	32	510	53	3731	3743	32	513	53	3732	172	417	0
714	1	2	2	30	0	0	0	0	0	0	529	554	578	589	601	613	33	33	21	22	22	23	0
6190	1	1	2	26	0	0	0	0	0	0	5960	4723	4512	4256	4356	4458	168	168	155	167	167	238	0
714	2	1	2	36	1	2	0	0	0	0	613	596	620	633	646	662	0	34	23	23	26	18	1
4762	1	1	2	32	-1	-1	-1	-2	-2	-2	27	52	0	0	0	0	52	0	0	0	0	0	1
2381	1	3	1	30	2	2	2	2	0	0	1629	1590	1775	1732	1765	1800	0	228	0	64	64	74	1
2381	2	2	2	29	0	0	0	0	0	0	1786	1852	1751	1716	1417	1354	95	74	97	71	60	48	0
4286	2	2	2	46	-2	-2	-2	-2	-2	-2	45	58	167	73	51	222	58	167	73	51	222	0	0
4048	2	2	1	52	0	0	0	0	0	0	4012	4013	4047	2853	2808	2813	162	175	100	102	107	99	0
714	1	2	2	37	2	2	2	0	0	0	615	692	674	696	370	0	88	0	43	93	0	0	1
4762	1	2	1	38	1	2	2	2	0	0	4416	4522	4613	4503	4556	4828	214	198	0	162	345	0	0
6190	2	2	1	35	0	0	-1	0	0	0	221	189	795	854	523	765	48	795	145	84	294	478	0
3810	2	4	2	52	0	0	0	0	0	0	3739	3227	2807	2070	558	476	119	119	52	12	24	0	0
1429	1	2	2	22	1	3	2	0	0	0	602	551	500	510	454	435	0	0	24	24	24	24	0
714	2	2	2	27	2	2	5	5	4	3	29	29	29	29	14	7	0	0	0	0	0	0	0
4048	2	4	1	39	-1	-1	-1	-1	0	0	43	5	241	290	373	220	5	241	290	119	0	6	0
1905	1	1	2	25	0	0	0	-1	0	0	493	626	434	130	164	226	156	210	131	95	83	24	0
1190	1	2	2	29	1	2	0	0	0	0	1211	1161	2464	1205	1196	1176	0	156	77	37	29	19	0
8333	2	2	2	29	0	0	0	0	0	0	4982	4892	4777	4674	4589	4541	173	175	204	157	160	164	0
5476	2	3	2	54	0	0	0	0	0	0	1574	1071	797	831	866	899	163	71	48	48	48	48	0
1190	2	2	1	30	0	0	0	0	0	0	967	991	1016	967	699	710	48	49	77	28	25	26	0
476	1	3	1	44	2	2	2	2	2	0	277	296	308	367	354	369	31	24	64	0	20	20	1
3095	1	1	2	30	0	0	0	0	0	0	3112	3154	3085	3091	2985	2975	155	112	119	110	124	107	1
2143	2	2	1	24	2	2	2	2	2	2	2063	2077	2068	2056	2045	1956	92	71	67	36	55	60	1
3095	1	2	2	38	0	0	0	-1	-1	-1	4082	4247	951	2869	1051	3014	260	0	3182	109	3187	114	0
3810	2	1	2	31	-1	-1	-1	-1	-1	-1	100	232	372	87	98	101	232	423	87	98	101	72	0
1190	1	2	1	47	0	0	0	0	0	0	1205	1200	1183	1140	437	443	43	52	31	19	16	17	0
8571	1	1	2	32	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
11905	2	1	1	34	0	0	0	0	0	0	723	779	1451	1812	2626	2594	357	714	714	1190	119	119	0
3333	1	2	2	26	0	0	2	2	2	2	3128	3481	3338	3429	3343	3102	405	0	271	13	126	129	1
6429	2	2	1	35	-1	-1	-1	-1	-1	-1	4	4	4	4	0	14	4	4	4	0	14	22	0
476	1	2	1	32	0	0	0	0	2	2	209	229	261	356	360	351	28	36	107	17	0	24	1
1190	1	3	2	40	0	0	0	0	2	2	1319	1330	1365	1419	1332	1220	48	56	83	48	0	41	0
1190	1	2	2	35	-1	-1	-1	-1	-1	-1	24	340	424	90	53	291	340	424	90	53	298	0	0
238	1	3	2	25	0	0	0	0	0	-1	203	122	125	188	426	238	36	119	95	48	533	0	0
4286	1	2	2	56	0	0	0	0	0	0	2132	2165	2211	2244	2259	2281	82	95	83	64	71	62	0
7143	2	1	2	30	0	0	0	0	0	0	1271	1309	1351	1364	1395	1420	60	63	50	53	52	71	0
476	1	2	2	25	0	0	0	0	0	0	357	385	409	399	399	0	33	33	0	0	0	0	0
1190	2	3	1	40	0	0	0	0	0	0	745	718	718	708	722	697	35	36	35	25	25	34	0
6667	2	1	1	40	0	0	0	0	0	0	5062	4940	5044	4992	5108	5084	174	181	177	190	182	174	0
9524	2	2	2	30	2	0	0	0	0	0	573	604	621	638	697	709	39	32	24	71	24	28	0
476	2	2	1	36	0	0	0	0	0	0	389	430	452	458	454	461	48	31	24	24	24	24	0
238	1	2	2	25	0	0	0	0	0	0	186	205	187	207	211	216	27	31	27	8	8	8	1
1190	1	3	1	46	3	3	2	0	0	0	1272	1245	1218	1191	233	236	0	0	26	11	10	5	0
11905	2	1	2	28	0	-1	-1	0	0	-2	649	476	464	476	0	0	476	464	24	0	0	0	0
2381	2	2	1	41	0	0	0	0	0	0	2553	2551	2425	1893	1771	1392	167	84	64	83	102	72	0
476	1	2	2	30	0	0	0	0	0	0	941	382	407	417	427	441	61	31	17	17	21	14	0
4762	1	2	2	29	3	2	2	4	4	4	60	60	60	60	60	60	0	0	0	0	0	0	1
4286	2	2	1	32	0	0	0	0	-1	-1	1766	730	153	110	64	1286	48	24	0	64	1286	48	0
10000	1	1	1	43	-2	-2	-2	-2	-2	-2	193	340	174	68	72	142	340	196	68	72	142	763	0
1905	2	2	1	54	2	2	2	2	2	2	1150	1176	1200	1221	1195	1271	52	50	48	0	100	50	1
3571	2	3	1	34	-1	-1	-1	-1	-1	-1	18	8	15	4	4	9	8	15	4	4	5	0	0
5000	1	1	1	30	0	0	0	0	0	0	3093	3220	2533	1891	1880	1950	288	107	81	119	119	238	0
1905	2	2	1	45	0	0	0	0	0	0	1857	1894	1938	1928	1888	1932	68	75	74	68	75	73	0
1190	1	1	2	22	0	0	-1	0	0	0	1076	236	405	422	438	440	119	762	36	29	238	24	0
6190	2	2	1	43	2	2	2	2	2	2	60	60	60	60	60	60	0	0	0	0	0	0	1
7857	2	1	2	29	-1	0	0	0	0	-1	236	283	356	816	210	269	71	119	524	24	269	7	0
9286	2	1	1	39	0	0	0	0	0	-1	963	734	648	236	88	1484	48	32	24	24	1615	60	0
1190	1	2	1	41	0	0	0	0	0	0	523	512	500	474	448	448	32	31	16	16	17	15	0
3810	2	1	1	27	0	0	0	0	0	0	3492	3603	3636	3380	3348	3417	158	115	152	94	97	102	0
2381	2	1	2	28	0	0	0	0	0	0	1834	1922	2010	2043	1556	1600	119	119	100	71	71	71	0
3571	1	2	1	33	2	-1	-1	-2	-2	-2	25	36	0	0	0	0	37	0	0	0	0	0	1
5000	2	1	2	31	0	0	0	0	0	0	3353	2837	2850	2811	2663	2660	107	143	121	119	119	95	0
2619	2	2	2	25	0	0	0	0	0	0	1200	1074	1095	1064	1017	1036	43	43	40	36	38	48	0
9048	1	2	1	38	0	0	0	0	0	0	2098	2182	2226	2268	2309	1696	109	95	71	119	119	49	0
6905	2	1	2	33	-1	-1	-1	-1	-1	-1	10	12	20	1	42	93	12	20	1	42	93	0	1
714	2	3	1	56	0	0	2	2	0	0	383	590	598	581	593	608	214	24	0	22	25	22	0
1429	2	1	2	62	0	0	0	0	0	2	1379	1426	1225	1203	1342	1318	72	48	44	160	0	69	0
1667	1	2	2	32	0	0	0	0	0	0	1698	1676	3129	1520	1246	972	86	60	58	72	48	1667	1
2143	2	2	2	39	-1	2	-1	-1	0	0	59	30	25	25	25	0	0	25	25	0	0	0	0
952	2	2	1	23	2	2	2	2	2	2	807	787	850	861	876	888	0	76	36	36	33	36	1
2619	2	2	2	29	2	0	0	0	0	0	2700	2575	2603	2649	1341	1387	127	105	100	44	197	46	1
3095	1	1	2	28	1	-1	-1	-2	-2	-2	0	71	0	0	0	0	71	0	0	0	0	24	0
3095	2	3	2	32	0	0	0	0	0	2	2841	2768	2463	1174	2171	1956	477	961	476	1038	2	238	0
5714	2	2	1	31	-1	-1	-1	-1	-1	-1	4	0	60	298	18	67	0	60	298	18	67	69	0
3571	2	2	1	32	-2	-2	-2	-2	-2	-2	0	0	0	85	0	0	0	0	85	0	0	0	0
8333	2	1	2	48	-2	-2	-2	-2	-2	-2	0	188	181	19	0	0	188	0	19	0	0	46	0
1190	1	3	2	31	0	0	0	2	0	0	130	172	410	399	407	367	48	252	0	17	71	100	0
8571	2	2	1	30	0	0	0	0	0	0	500	955	1058	1152	1237	1332	476	119	119	119	119	71	0
4286	1	3	1	43	-1	-1	-1	-1	-1	-1	88	372	112	6	5	159	373	112	6	5	160	284	0
5952	2	1	1	43	-2	-2	-2	-2	-2	-2	8	0	0	0	0	0	0	0	0	0	0	0	0
7143	2	2	2	57	-1	-1	-1	2	-1	0	69	9	33	9	28	9	9	33	0	28	0	0	0
3333	2	1	2	28	0	-1	0	0	0	0	139	246	305	317	356	441	246	119	24	48	95	95	0
10952	2	2	1	50	0	0	0	0	0	0	13841	13146	12462	11751	10237	10172	456	456	480	349	751	370	1
3571	2	3	1	51	0	0	0	0	0	0	2706	2793	2856	2974	3050	3128	119	95	143	119	119	0	0
10000	2	1	2	41	0	0	0	0	0	0	1902	1953	2002	2038	2073	2111	81	82	69	68	71	64	0
2619	1	1	2	35	3	2	2	3	3	2	11	11	11	11	11	7	0	0	0	0	0	7	1
476	1	1	2	31	1	3	2	0	0	-2	385	373	334	318	0	0	0	0	46	0	0	0	1
1429	1	1	2	28	-1	-1	-2	-2	-2	-2	476	0	0	0	0	0	0	0	0	0	0	0	0
3571	2	2	1	31	1	-2	-1	-1	-1	-2	155	19	213	206	16	0	19	217	206	17	0	0	0
11667	2	1	2	29	-2	-1	-1	0	0	0	102	386	686	664	656	658	390	686	0	0	146	73	0
6190	2	2	2	45	0	0	0	0	0	0	4952	4946	4693	4734	4786	4885	214	167	167	190	190	190	0
5476	2	1	1	45	-1	-1	-1	-1	-1	-1	151	0	23	0	17	12	0	23	0	17	12	0	1
1190	2	1	1	43	0	0	0	0	0	2	1186	1176	1205	714	728	701	53	58	42	57	0	30	1
3571	2	2	1	39	0	0	0	0	0	0	861	862	893	788	720	751	71	71	71	60	48	48	0
2381	1	2	2	39	0	0	0	0	0	0	2902	2555	2743	1992	1428	1496	107	238	262	71	95	71	1
714	2	3	1	41	2	2	2	3	2	2	620	646	685	702	688	731	43	57	36	0	59	0	1
3571	2	3	2	52	0	0	0	0	0	0	3327	3303	3153	2250	2022	1857	167	143	119	119	119	119	0
7619	2	3	2	53	0	0	0	0	0	0	4485	6692	6231	6326	4189	4500	6588	262	262	226	476	238	0
5476	2	3	2	39	1	2	0	0	0	-2	271	260	323	289	0	0	0	76	0	0	0	0	0
2143	2	1	2	27	0	0	-2	-2	-2	-2	182	0	0	0	0	0	0	0	0	0	0	0	0
4762	2	2	2	38	-2	-2	-2	-2	-2	-2	71	71	71	71	71	71	71	71	71	71	71	71	0
4762	1	1	2	30	3	2	2	-1	-1	0	27	13	0	13	13	13	0	0	13	13	0	0	1
5714	1	2	1	45	0	0	0	0	0	0	5664	5768	2418	721	4016	4091	213	112	44	3335	125	126	0
11905	2	1	2	35	-1	-1	-1	-1	0	-1	533	336	589	511	331	268	336	593	511	273	270	1588	0
476	1	2	2	25	0	0	2	2	2	0	338	393	379	429	415	429	68	0	56	0	24	21	1
476	2	3	1	43	-1	-1	-1	0	-1	-1	9	0	19	9	9	0	0	28	0	9	0	19	0
2381	1	2	2	30	0	0	0	0	0	0	664	698	721	756	770	801	83	71	83	36	48	55	0
7143	2	1	2	28	0	0	0	0	0	0	690	712	967	1245	1667	2381	31	262	293	476	714	14	0
714	1	1	2	28	2	0	0	0	0	0	532	563	1142	590	614	69	48	33	48	24	24	24	1
3571	1	2	2	26	0	0	0	0	0	0	241	234	259	290	306	329	28	28	36	20	29	48	0
6667	2	2	2	38	0	0	0	0	0	0	2249	2287	2340	1777	1790	1843	95	96	71	79	83	149	0
11905	2	2	1	38	0	0	0	0	0	0	5775	4395	4503	4111	482	704	167	190	214	19	238	167	0
238	2	2	2	55	1	2	0	0	0	0	219	182	198	199	203	112	0	29	24	4	2	2	1
714	1	3	1	48	-1	-1	-1	-1	-1	-1	30	30	30	30	30	30	30	30	30	30	30	30	0
1905	2	1	2	32	0	0	0	0	2	2	1450	1487	1522	1618	1638	1679	60	60	121	50	71	71	0
1905	2	2	1	36	0	0	0	0	0	0	1857	1844	1780	1831	1835	1867	88	83	95	76	95	64	0
2143	2	3	1	55	0	0	0	0	0	0	557	565	579	585	544	535	33	33	24	19	19	24	0
2857	2	2	2	23	0	0	2	0	0	0	2570	2942	2812	1856	1877	1831	452	0	71	71	83	83	0
6667	2	3	2	46	-2	-2	-2	-2	-2	-2	33	124	86	47	50	31	124	86	47	50	31	27	0
6905	2	3	2	47	-1	-1	-1	-1	0	0	28	158	0	690	179	0	158	0	690	0	0	0	0
5238	1	2	1	43	0	0	0	0	0	0	2011	2008	2004	1990	1995	1997	95	95	83	83	83	83	0
1190	1	1	2	23	0	0	0	0	0	0	709	417	250	112	114	116	29	24	2	2	2	55	0
3571	2	2	2	26	2	0	0	0	0	0	1356	1399	1427	1446	1479	1508	65	66	57	60	57	44	0
9524	1	2	1	37	-1	-1	-1	-1	-1	-1	167	230	193	204	301	484	238	202	214	310	488	262	0
2381	2	3	1	42	0	0	0	0	0	0	1394	1307	1300	1263	1288	1283	48	47	45	45	46	48	0
6190	2	1	1	30	1	-2	-2	-2	-2	-2	0	0	0	0	0	861	0	0	0	0	861	0	0
11905	2	2	1	36	-1	-1	-1	-1	-1	-1	250	570	0	202	109	0	571	0	202	109	0	0	0
2143	1	3	1	31	0	0	0	0	0	0	1614	1630	1631	1595	1091	1190	96	96	95	95	119	95	0
7143	2	1	1	59	-1	-1	-1	-1	-1	-1	309	241	243	810	497	1541	265	243	810	497	1541	939	0
1429	2	2	1	23	0	0	0	0	2	2	1414	1401	1034	724	729	715	53	48	102	24	0	48	0
2381	2	2	1	60	-2	-1	-1	-1	-1	-1	0	5	5	8	4	0	5	5	8	4	0	3	0
3095	1	2	1	33	0	0	0	0	0	0	935	971	963	236	245	190	60	76	29	12	11	24	0
476	1	1	1	39	-1	-1	-1	-1	-1	-1	15	16	14	15	16	14	17	14	17	17	14	33	0
476	1	2	2	24	2	2	2	0	0	-1	428	455	455	468	238	97	50	24	24	26	97	0	1
5476	2	1	2	34	-1	-1	-1	-1	-1	-1	77	103	61	106	115	144	104	61	106	115	150	188	1
476	2	2	2	33	0	0	0	0	0	0	277	300	306	303	318	59	48	31	24	24	1	0	0
7857	2	3	2	45	0	0	0	0	0	0	7981	7975	7989	7949	7994	7860	295	295	288	296	291	278	0
4762	2	1	2	40	2	2	0	0	0	2	4421	4315	4415	4502	4708	4364	0	205	198	316	22	167	1
8571	2	2	1	42	-2	-2	-2	-2	-2	-2	56	150	0	0	25	0	150	0	0	25	0	0	0
476	1	1	2	41	-2	-2	0	0	0	0	448	438	461	454	471	446	861	30	16	24	24	18	1
1190	1	2	1	54	2	2	0	0	0	0	1157	1122	720	642	649	655	0	36	24	23	23	24	0
1190	1	3	1	65	0	0	0	0	0	0	1151	1130	1141	1153	1179	669	49	37	28	39	31	0	0
9048	1	3	1	53	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
6190	2	3	1	41	0	0	0	0	0	0	6299	5405	5558	5484	3045	2830	238	286	218	116	108	93	0
1190	2	2	2	23	0	0	0	0	0	0	640	471	241	232	228	186	36	36	36	36	29	31	0
5000	1	1	2	38	0	0	0	0	0	0	2460	2654	1893	1798	1728	1655	2563	68	57	71	71	60	0
8571	2	2	1	52	-1	-1	-2	-2	-2	-2	71	57	54	12	85	176	57	54	12	85	176	14	0
2381	1	2	2	24	0	0	0	0	0	0	2083	2110	2195	2263	702	83	83	119	119	95	71	119	1
5714	2	1	1	41	-1	-1	0	0	0	0	74	258	397	310	225	271	258	238	83	0	119	119	0
1190	1	2	2	31	-1	-1	-1	0	0	-1	60	0	433	406	9	393	0	433	8	0	393	8	0
3333	2	1	1	51	0	0	0	0	0	0	1352	1380	1373	1310	1331	1327	50	48	46	49	45	51	0
11190	2	2	2	32	0	0	0	0	0	0	3503	3178	2980	2878	1441	1264	119	107	60	1190	71	71	0
476	1	2	1	56	0	0	0	0	0	0	423	438	454	464	456	455	38	40	35	13	12	13	0
3810	1	1	2	31	0	0	0	0	0	0	2576	2624	2558	2646	2662	2718	92	93	131	95	99	99	0
4762	1	1	2	26	0	0	0	0	0	0	400	507	481	568	791	794	120	95	119	239	121	121	0
3810	1	1	1	49	-1	-1	2	-1	-1	-1	8	15	8	8	8	8	15	0	8	8	8	8	1
476	1	3	2	23	-1	-1	-1	0	0	0	41	151	163	98	93	61	152	163	2	2	1	393	0
2857	2	3	1	63	0	0	0	0	0	0	1176	1220	1222	1218	1064	1042	71	48	48	48	48	48	0
2143	2	2	2	23	0	0	0	0	0	0	1918	263	57	1361	1374	1400	48	24	1360	50	57	43	0
4286	2	4	1	39	0	0	0	0	0	0	2012	1883	1849	1866	1905	1992	72	67	67	69	119	1905	0
1905	2	2	1	35	1	2	2	2	0	0	1880	1826	1940	1882	679	707	0	162	0	24	48	36	1
1429	2	2	1	42	2	2	0	0	0	0	1371	1210	468	450	401	707	0	48	48	24	476	238	1
7381	2	2	2	31	0	0	0	0	0	0	7359	7481	6871	7018	7173	7298	283	286	298	308	286	321	0
1905	2	1	2	25	-1	-1	2	-1	-1	-2	18	115	16	145	0	0	115	0	145	0	0	52	0
3333	2	2	1	36	0	0	0	0	0	0	1774	1538	1425	1001	776	502	84	239	119	119	119	48	0
1905	2	2	2	23	-1	0	0	0	0	0	1866	1871	1844	1410	1113	1134	72	67	48	48	48	43	0
5714	1	2	1	47	0	0	0	0	-1	-1	4893	5631	5799	1056	4602	516	826	262	191	4810	202	8976	0
